requirement_id,document_id,document_title,document_version,document_category,section_id,section_heading,requirement_text,obligation,requirement_type,applicable_roles,role_scope,competency,priority,due_stage,assessment_requirement,prerequisite,precedence_level,conflict_status,duplicate_of,include_in_active_matrix
SOP-08-3.1,SOP-08,Data Access and Reporting Procedure,1.0,SOP,3.1,Report Production,Every management report must state its data source and extraction date.,Mandatory,Must Know,Data Analyst,Role-Specific,Report Production,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-08-3.2,SOP-08,Data Access and Reporting Procedure,1.0,SOP,3.2,Report Production,Data Analysts must have each new report peer-reviewed by another analyst before release.,Mandatory,Must Know,Data Analyst,Role-Specific,Report Production,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-08-3.3,SOP-08,Data Access and Reporting Procedure,1.0,SOP,3.3,Report Production,Data Analysts should automate recurring reports where possible.,Recommended,Recommended,Data Analyst,Role-Specific,Report Production,Low,Week 2,None,,3,,,Yes
SOP-08-3.4,SOP-08,Data Access and Reporting Procedure,1.0,SOP,3.4,Report Production,Data Analysts must demonstrate building a masked data extract within 30 days of joining.,Mandatory,Must Demonstrate,Data Analyst,Role-Specific,Report Production,Medium,First 30 Days,Practical Assessment,POL-06-2.2,3,,,Yes
SOP-08-4.1,SOP-08,Data Access and Reporting Procedure,1.0,SOP,4.1,Access Administration,IT Support Engineers must grant data access only after receiving approval from the data owner.,Mandatory,Must Know,IT Support Engineer,Role-Specific,Access Administration,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-08-4.2,SOP-08,Data Access and Reporting Procedure,1.0,SOP,4.2,Access Administration,IT Support Engineers must review all analytics access rights every quarter.,Mandatory,Must Know,IT Support Engineer,Role-Specific,Access Administration,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-08-5.1,SOP-08,Data Access and Reporting Procedure,1.0,SOP,5.1,Oversight,Compliance Officers must review a sample of data-access logs every month.,Mandatory,Must Know,Compliance Officer,Role-Specific,Oversight,Medium,Week 2,Knowledge Quiz,,3,,,Yes
SOP-08-5.2,SOP-08,Data Access and Reporting Procedure,1.0,SOP,5.2,Oversight,Compliance Officers may request an ad-hoc access audit at any time.,Optional,Optional,Compliance Officer,Role-Specific,Oversight,Low,Week 2,None,,3,,,Yes
RD-01-1.2,RD-01,Role Descriptions,1.0,Role Description,1.2,Branch Manager,The Branch Manager must hold a daily morning briefing with branch staff.,Mandatory,Must Know,Branch Manager,Role-Specific,Branch Manager,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-1.3,RD-01,Role Descriptions,1.0,Role Description,1.3,Branch Manager,The Branch Manager must complete the Branch Leadership Programme within 90 days of joining.,Mandatory,Must Complete,Branch Manager,Role-Specific,Branch Manager,Medium,First 90 Days,Knowledge Quiz,,5,,,Yes
RD-01-2.2,RD-01,Role Descriptions,1.0,Role Description,2.2,Customer Service Officer,The Customer Service Officer must achieve a customer satisfaction score of at least 85% in quarterly surveys.,Mandatory,Must Know,Customer Service Officer,Role-Specific,Customer Service Officer,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-2.3,RD-01,Role Descriptions,1.0,Role Description,2.3,Customer Service Officer,The Customer Service Officer should learn the full product range of the bank within 30 days of joining.,Recommended,Recommended,Customer Service Officer,Role-Specific,Customer Service Officer,Low,First 30 Days,None,,5,,,Yes
RD-01-3.2,RD-01,Role Descriptions,1.0,Role Description,3.2,Sales Executive,The Sales Executive must meet the monthly new-account target agreed with the Branch Manager.,Mandatory,Must Know,Sales Executive,Role-Specific,Sales Executive,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-3.3,RD-01,Role Descriptions,1.0,Role Description,3.3,Sales Executive,"The Sales Executive may approve new accounts with an expected balance of up to PKR 500,000 without Branch Manager approval.",Optional,Optional,Sales Executive,Role-Specific,Sales Executive,Low,Week 2,None,,5,Overridden by SOP-03-3.1 (C05),,No
RD-01-4.2,RD-01,Role Descriptions,1.0,Role Description,4.2,HR Executive,The HR Executive must conduct the onboarding orientation for new joiners every Monday.,Mandatory,Must Know,HR Executive,Role-Specific,HR Executive,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-4.3,RD-01,Role Descriptions,1.0,Role Description,4.3,HR Executive,The HR Executive must complete the Pakistan Labour Law Basics module within 30 days of joining.,Mandatory,Must Complete,HR Executive,Role-Specific,HR Executive,Medium,First 30 Days,Knowledge Quiz,,5,,,Yes
RD-01-5.2,RD-01,Role Descriptions,1.0,Role Description,5.2,Finance Associate,The Finance Associate must complete the core banking finance module within the first week of joining.,Mandatory,Must Complete,Finance Associate,Role-Specific,Finance Associate,Medium,Week 1,Knowledge Quiz,,5,,,Yes
RD-01-5.3,RD-01,Role Descriptions,1.0,Role Description,5.3,Finance Associate,The Finance Associate should gain proficiency in advanced spreadsheet functions within 60 days of joining.,Recommended,Recommended,Finance Associate,Role-Specific,Finance Associate,Low,First 60 Days,None,,5,,,Yes
RD-01-6.2,RD-01,Role Descriptions,1.0,Role Description,6.2,Operations Coordinator,The Operations Coordinator must monitor daily end-of-day processing and report exceptions.,Mandatory,Must Know,Operations Coordinator,Role-Specific,Operations Coordinator,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-6.3,RD-01,Role Descriptions,1.0,Role Description,6.3,Operations Coordinator,The Operations Coordinator must complete the Business Continuity Plan training within 60 days of joining.,Mandatory,Must Complete,Operations Coordinator,Role-Specific,Operations Coordinator,Medium,First 60 Days,Knowledge Quiz,,5,,,Yes
RD-01-7.2,RD-01,Role Descriptions,1.0,Role Description,7.2,IT Support Engineer,The IT Support Engineer must be available for on-call support one week per month.,Mandatory,Must Know,IT Support Engineer,Role-Specific,IT Support Engineer,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-8.2,RD-01,Role Descriptions,1.0,Role Description,8.2,Compliance Officer,The Compliance Officer must complete the Certified AML Specialist preparation course within 90 days of joining.,Mandatory,Must Complete,Compliance Officer,Role-Specific,Compliance Officer,Medium,First 90 Days,Knowledge Quiz,,5,,,Yes
RD-01-8.3,RD-01,Role Descriptions,1.0,Role Description,8.3,Compliance Officer,The Compliance Officer must submit a monthly compliance report to the Head of Compliance.,Mandatory,Must Complete,Compliance Officer,Role-Specific,Compliance Officer,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-9.2,RD-01,Role Descriptions,1.0,Role Description,9.2,Marketing Executive,The Marketing Executive must track campaign performance and report results every month.,Mandatory,Must Know,Marketing Executive,Role-Specific,Marketing Executive,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-9.3,RD-01,Role Descriptions,1.0,Role Description,9.3,Marketing Executive,The Marketing Executive may attend external marketing workshops with manager approval.,Optional,Optional,Marketing Executive,Role-Specific,Marketing Executive,Low,Week 2,None,,5,,,Yes
RD-01-10.2,RD-01,Role Descriptions,1.0,Role Description,10.2,Data Analyst,The Data Analyst must produce the weekly branch performance dashboard.,Mandatory,Must Know,Data Analyst,Role-Specific,Data Analyst,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-10.3,RD-01,Role Descriptions,1.0,Role Description,10.3,Data Analyst,The Data Analyst must complete the SQL and data visualisation skills assessment within 30 days of joining.,Mandatory,Must Complete,Data Analyst,Role-Specific,Data Analyst,Medium,First 30 Days,Knowledge Quiz,,5,,,Yes
RD-01-11.2,RD-01,Role Descriptions,1.0,Role Description,11.2,Cash Teller,The Cash Teller must process each customer cash transaction accurately within a service time of 5 minutes.,Mandatory,Must Know,Cash Teller,Role-Specific,Cash Teller,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-11.3,RD-01,Role Descriptions,1.0,Role Description,11.3,Cash Teller,The Cash Teller must complete a shadowing period with a senior Cash Teller within the first week of joining.,Mandatory,Must Complete,Cash Teller,Role-Specific,Cash Teller,Medium,Week 1,Knowledge Quiz,,5,,,Yes
RD-01-12.2,RD-01,Role Descriptions,1.0,Role Description,12.2,Team Leader,The Team Leader must assign daily work to team members and monitor productivity.,Mandatory,Must Know,Team Leader,Role-Specific,Team Leader,Medium,Week 2,Knowledge Quiz,,5,,,Yes
RD-01-12.3,RD-01,Role Descriptions,1.0,Role Description,12.3,Team Leader,The Team Leader must complete the People Management Essentials module within 30 days of joining.,Mandatory,Must Complete,Team Leader,Role-Specific,Team Leader,Medium,First 30 Days,Knowledge Quiz,,5,,POL-02-6.3,Yes
FAQ-01-2.1,FAQ-01,HR and Leave FAQ,1.0,FAQ,2.1,How early do I need to apply for annual leave?,You should apply for annual leave at least 7 days in advance.,Recommended,Recommended,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,How early do I need to apply for annual leave?,Low,Week 2,None,,7,Overridden by POL-03-2.2 (C01),,No
FAQ-01-4.2,FAQ-01,HR and Leave FAQ,1.0,FAQ,4.2,How do I get my payslip?,You must keep your bank account details updated on the HR portal.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,How do I get my payslip?,Medium,Week 2,Knowledge Quiz,,7,,,Yes
FAQ-01-6.1,FAQ-01,HR and Leave FAQ,1.0,FAQ,6.1,Can I work from home?,Work from home may be allowed for non-customer-facing roles with Department Head approval.,Optional,Optional,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Can I work from home?,Low,Week 2,None,,7,,,Yes
FAQ-01-7.1,FAQ-01,HR and Leave FAQ,1.0,FAQ,7.1,Do I need a medical certificate for sick leave?,A medical certificate is required for sick leave of more than 2 consecutive days.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Do I need a medical certificate for sick leave?,Medium,Week 2,Knowledge Quiz,,7,,POL-03-3.2,Yes
FAQ-01-8.1,FAQ-01,HR and Leave FAQ,1.0,FAQ,8.1,When must onboarding training be finished?,All mandatory onboarding modules must be completed within 60 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,When must onboarding training be finished?,Medium,First 60 Days,Knowledge Quiz,,7,Overridden by POL-02-2.2 (C09),,No
FAQ-02-1.1,FAQ-02,IT and Security FAQ,1.0,FAQ,1.1,How often do I need to change my password?,You must change your password every 90 days.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,How often do I need to change my password?,Medium,Week 2,Knowledge Quiz,,7,Overridden by POL-04-3.2 (C03),,No
FAQ-02-2.1,FAQ-02,IT and Security FAQ,1.0,FAQ,2.1,Can I use a USB drive for customer presentations?,"Yes, you may use a personal USB drive for customer presentations if it is scanned by antivirus first.",Optional,Optional,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Can I use a USB drive for customer presentations?,Low,Week 2,None,,7,Overridden by POL-04-4.1 (C07),,No
FAQ-02-3.1,FAQ-02,IT and Security FAQ,1.0,FAQ,3.1,What if I forget my password?,You should reset it using the self-service portal or call extension 1100.,Recommended,Recommended,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,What if I forget my password?,Low,Week 2,None,,7,,,Yes
FAQ-02-4.1,FAQ-02,IT and Security FAQ,1.0,FAQ,4.1,How do I report a phishing email?,You must use the Report Phishing button in Outlook.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,How do I report a phishing email?,Medium,Week 2,Knowledge Quiz,,7,,POL-04-5.1,Yes
FAQ-02-6.1,FAQ-02,IT and Security FAQ,1.0,FAQ,6.1,Can I install software on my computer?,You must not install any software without IT approval.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Can I install software on my computer?,Medium,Week 2,Knowledge Quiz,,7,,,Yes
CMP-01-2.1,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,2.1,Modules for All Employees,All employees must complete Information Security Basics within the first week of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Modules for All Employees,High,Week 1,Knowledge Quiz,,2,,POL-04-2.1,Yes
CMP-01-2.2,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,2.2,Modules for All Employees,All employees must complete Data Privacy Essentials within 14 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Modules for All Employees,High,Week 2,Knowledge Quiz,CMP-01-2.1,2,,POL-06-2.2,Yes
CMP-01-2.3,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,2.3,Modules for All Employees,All employees must complete Fraud Awareness within 30 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Modules for All Employees,High,First 30 Days,Knowledge Quiz,,2,,POL-08-2.1,Yes
CMP-01-2.4,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,2.4,Modules for All Employees,All employees must complete Anti-Harassment Awareness within 30 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Modules for All Employees,High,First 30 Days,Knowledge Quiz,,2,,POL-05-3.3,Yes
CMP-01-2.5,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,2.5,Modules for All Employees,All employees must pass each mandatory module assessment with a minimum score of 70%.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Modules for All Employees,High,First 30 Days,Knowledge Quiz,,2,,,Yes
CMP-01-3.1,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,3.1,Role-Based Modules,Staff in scope must complete AML and KYC Fundamentals within 30 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; Cash Teller; Compliance Officer; Operations Coordinator,Role-Specific,Role-Based Modules,High,First 30 Days,Knowledge Quiz,,2,Overridden by POL-07-2.1 (C08),,No
CMP-01-4.1,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,4.1,Prerequisites,Information Security Basics must be completed before Data Privacy Essentials.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Prerequisites,High,First 30 Days,Knowledge Quiz,,2,,,Yes
CMP-01-4.2,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,4.2,Prerequisites,Data Privacy Essentials must be completed before any customer-data access training.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Prerequisites,High,First 30 Days,Knowledge Quiz,,2,,,Yes
CMP-01-4.3,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,4.3,Prerequisites,AML and KYC Fundamentals must be completed before the Account Opening practical assessment.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Prerequisites,High,First 30 Days,Knowledge Quiz,,2,,,Yes
CMP-01-4.4,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,4.4,Prerequisites,The Complaint Handling module must be completed before the Escalation Procedure module.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Prerequisites,High,First 30 Days,Knowledge Quiz,,2,,,Yes
CMP-01-5.1,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,5.1,Refresher Training,Employees must complete refresher training for all mandatory modules every 12 months.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Refresher Training,High,First 30 Days,Knowledge Quiz,,2,,,Yes
CMP-01-5.2,CMP-01,Mandatory Compliance Training Requirements,2.0,Compliance,5.2,Refresher Training,Employees who fail an assessment twice must be referred to their reporting manager for review.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Refresher Training,High,First 30 Days,Knowledge Quiz,,2,,,Yes
PRC-01-2.1,PRC-01,New Joiner Process Manual,1.0,Process Manual,2.1,Day 1,New joiners must report to the HR desk at 9:00 AM on Day 1.,Mandatory,Must Know,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Day 1,High,Day 1,Knowledge Quiz,,6,,,Yes
PRC-01-2.3,PRC-01,New Joiner Process Manual,1.0,Process Manual,2.3,Day 1,New joiners must attend the welcome orientation session on Day 1.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Day 1,High,Day 1,Knowledge Quiz,,6,,,Yes
PRC-01-3.1,PRC-01,New Joiner Process Manual,1.0,Process Manual,3.1,Week 1,New joiners must complete the mandatory security and conduct modules within the first week of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Week 1,Medium,Week 1,Knowledge Quiz,,6,,,Yes
PRC-01-3.2,PRC-01,New Joiner Process Manual,1.0,Process Manual,3.2,Week 1,New joiners should meet at least three colleagues from other departments within the first week of joining.,Recommended,Recommended,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,Week 1,Low,Week 1,None,,6,,,Yes
PRC-01-4.1,PRC-01,New Joiner Process Manual,1.0,Process Manual,4.1,First 30 Days,New joiners must complete their role-specific learning plan milestones within 30 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,First 30 Days,Medium,First 30 Days,Knowledge Quiz,,6,,,Yes
PRC-01-4.2,PRC-01,New Joiner Process Manual,1.0,Process Manual,4.2,First 30 Days,New joiners must attend a check-in meeting with their reporting manager within 30 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,First 30 Days,Medium,First 30 Days,Knowledge Quiz,,6,,,Yes
PRC-01-5.1,PRC-01,New Joiner Process Manual,1.0,Process Manual,5.1,First 60 and 90 Days,New joiners must complete all practical assessments within 60 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,First 60 and 90 Days,Medium,First 60 Days,Knowledge Quiz,,6,,,Yes
PRC-01-5.2,PRC-01,New Joiner Process Manual,1.0,Process Manual,5.2,First 60 and 90 Days,New joiners must complete the final onboarding assessment within 90 days of joining.,Mandatory,Must Complete,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,First 60 and 90 Days,Medium,First 90 Days,Knowledge Quiz,,6,,,Yes
PRC-01-5.3,PRC-01,New Joiner Process Manual,1.0,Process Manual,5.3,First 60 and 90 Days,New joiners may request a mentor from the HR team at any time during onboarding.,Optional,Optional,Branch Manager; Customer Service Officer; Sales Executive; HR Executive; Finance Associate; Operations Coordinator; IT Support Engineer; Compliance Officer; Marketing Executive; Data Analyst; Cash Teller; Team Leader,All Roles,First 60 and 90 Days,Low,First 30 Days,None,,6,,,Yes
PRC-01-6.1,PRC-01,New Joiner Process Manual,1.0,Process Manual,6.1,Branch New Joiners,Branch new joiners must complete a branch security walkthrough on Day 1.,Mandatory,Must Complete,Cash Teller; Customer Service Officer; Branch Manager; Sales Executive,Role-Specific,Branch New Joiners,High,Day 1,Knowledge Quiz,,6,,,Yes
PRC-01-6.2,PRC-01,New Joiner Process Manual,1.0,Process Manual,6.2,Branch New Joiners,Branch new joiners must not handle customer cash or customer data until AML and KYC Fundamentals is completed.,Mandatory,Must Complete,Cash Teller; Customer Service Officer; Branch Manager; Sales Executive,Role-Specific,Branch New Joiners,Medium,First 30 Days,Knowledge Quiz,,6,,,Yes
